id,name,district,state,population,lat,lon,area
972,Laage,Rostock,Mecklenburg-Western Pomerania,6477,53.93222,12.34667,114.78
973,Laatzen,Hanover,Niedersachsen,41854,52.317,9.8,34.05
974,Ladenburg,Rhein-Neckar-Kreis,Baden-Württemberg,11880,49.467,8.617,19.0
975,Lage,Lippe,Nordrhein-Westfalen,34885,51.96667,8.8,76.04
976,Lahnstein,Rhein-Lahn-Kreis,Rheinland-Pfalz,18030,50.30111,7.60556,36.85
977,Lahr,Ortenau,Baden-Württemberg,47551,48.333,7.867,69.86
978,Laichingen,Alb-Donau-Kreis,Baden-Württemberg,11951,48.48972,9.68611,69.84
979,"Lambrecht, Rhineland-Palatinate",Bad Dürkheim,Rheinland-Pfalz,4040,49.38028,8.08611,8.32
980,Lampertheim,Bergstraße,Hessen,32660,49.6,8.46667,72.3
981,Landau an der Isar,Dingolfing-Landau,Bayern,13698,48.667,12.667,84.37
982,Landau in der Pfalz,Urban district,Rheinland-Pfalz,46685,49.2,8.117,82.94
983,Landsberg am Lech,Landsberg am Lech,Bayern,29346,48.04778,10.89889,57.89
984,Landsberg,Saalekreis,Sachsen-Anhalt,15068,51.533,12.167,124.74
985,Landshut,Urban district,Bayern,73065,48.53972,12.15083,65.7
986,Landstuhl,Kaiserslautern,Rheinland-Pfalz,8350,49.41222,7.57222,15.34
987,Langelsheim,Goslar,Niedersachsen,11245,51.93806,10.335,48.72
988,"Langen, Hesse",Offenbach,Hessen,38524,49.983,8.667,29.12
989,Langenau,Alb-Donau-Kreis,Baden-Württemberg,15470,48.49667,10.12,75.0
990,Langenburg,Schwäbisch Hall,Baden-Württemberg,1882,49.25333,9.84861,31.4
991,Langenfeld,Mettmann,Nordrhein-Westfalen,59112,51.117,6.95,41.1
992,Langenhagen,Hanover,Niedersachsen,54684,52.43944,9.74,71.99
993,Langenselbold,Main-Kinzig-Kreis,Hessen,14184,50.183,9.033,26.25
994,Langenzenn,Fürth,Bayern,10652,49.49444,10.79472,46.31
995,Lassan,Vorpommern-Greifswald,Mecklenburg-Western Pomerania,1468,53.933,13.833,27.98
996,Laubach,Gießen,Hessen,9604,50.533,8.99,97.01
997,Laucha an der Unstrut,Burgenlandkreis,Sachsen-Anhalt,2796,51.22361,11.67972,31.12
998,Lauchhammer,Oberspreewald-Lausitz,Brandenburg,14070,51.5,13.8,88.43
999,Lauchheim,Ostalbkreis,Baden-Württemberg,4715,48.87167,10.24444,40.86
1000,Lauda-Königshofen,Main-Tauber-Kreis,Baden-Württemberg,14473,49.56861,9.70389,94.47
1001,Lauenburg,Lauenburg,Schleswig-Holstein,11321,53.383,10.567,9.54
1002,Lauf an der Pegnitz,Nürnberger Land,Bayern,26434,49.51028,11.27722,59.8
1003,Laufenburg,Waldshut,Baden-Württemberg,9018,47.56556,8.06472,23.58
1004,Laufen,Berchtesgadener Land,Bayern,7319,47.933,12.933,35.31
1005,Lauffen,Heilbronn,Baden-Württemberg,11838,49.08333,9.15,22.63
1006,Lauingen,Dillingen,Bayern,11068,48.567,10.433,44.39
1007,Laupheim,Biberach,Baden-Württemberg,22579,48.22889,9.87972,61.8
1008,Lauscha,Sonneberg,Thüringen,3214,50.48139,11.16028,18.72
1009,Lauta,Bautzen,Sachsen,8211,51.44806,14.09972,41.87
1010,Lauter-Bernsbach,Erzgebirgskreis,Sachsen,8524,50.567,12.75,30.3
1011,Lauterbach,Vogelsbergkreis,Hessen,13656,50.63778,9.39444,102.0
1012,Lauterecken,Kusel,Rheinland-Pfalz,1978,49.64944,7.59194,8.91
1013,Lauterstein,Göppingen,Baden-Württemberg,2583,48.71,9.86139,23.32
1014,Lebach,Saarlouis,Saarland,18828,49.41,6.91,64.15
1015,Lebus,Märkisch-Oderland,Brandenburg,3144,52.41667,14.53306,54.23
1016,Leer,Leer,Niedersachsen,34958,53.23083,7.45278,70.3
1017,Lehesten,Saalfeld-Rudolstadt,Thüringen,1643,50.47556,11.44806,35.96
1018,Lehrte,Hanover,Niedersachsen,44154,52.367,9.967,127.0
1019,Leichlingen,Rheinisch-Bergischer Kreis,Nordrhein-Westfalen,27885,51.117,7.017,37.33
1020,Leimen,Rhein-Neckar-Kreis,Baden-Württemberg,26862,49.34806,8.69111,20.64
1021,Leinefelde-Worbis,Eichsfeld,Thüringen,20018,51.38333,10.33333,110.18
1022,Leinfelden-Echterdingen,Esslingen,Baden-Württemberg,40161,48.69278,9.14278,29.9
1023,Leingarten,Heilbronn,Baden-Württemberg,11741,49.15,9.117,23.48
1024,Leipheim,Günzburg,Bayern,7326,48.44889,10.22083,32.15
1025,Leipzig,Urban districts of Germany,Sachsen,597493,51.333,12.383,297.36
1026,Leisnig,Mittelsachsen,Sachsen,8156,51.167,12.917,78.01
1027,Lemgo,Lippe,Nordrhein-Westfalen,40456,52.02722,8.91167,100.85
1028,Lengenfeld,Vogtlandkreis,Sachsen,7042,50.567,12.367,46.98
1029,Lengerich,Steinfurt,Nordrhein-Westfalen,22511,52.175,7.86667,90.71
1030,Lennestadt,Olpe,Nordrhein-Westfalen,25140,51.12361,8.06806,135.06
1031,Lenzen,Prignitz,Brandenburg,2075,53.09111,11.47333,95.75
1032,Leonberg,Böblingen,Baden-Württemberg,48753,48.80139,9.01306,48.73
1033,Leuna,Saalekreis,Sachsen-Anhalt,13906,51.317,12.017,83.41
1034,Leun,Lahn-Dill-Kreis,Hessen,5716,50.55,8.367,28.66
1035,Leutenberg,Saalfeld-Rudolstadt,Thüringen,2057,50.54972,11.44972,57.17
1036,Leutershausen,Ansbach,Bayern,5624,49.283,10.417,84.11
1037,Leutkirch im Allgäu,Ravensburg,Baden-Württemberg,23030,47.82556,10.02222,174.95
1038,Leverkusen,Urban district,Nordrhein-Westfalen,163905,51.033,6.983,78.85
1039,Lichtenau,Rastatt,Baden-Württemberg,5037,48.72611,8.005,27.62
1040,Lichtenau,Paderborn,Nordrhein-Westfalen,10551,51.6,8.88333,192.17
1041,Lichtenberg,Hof,Bayern,1029,50.38361,11.67583,9.47
1042,Lichtenfels,Lichtenfels,Bayern,20034,50.133,11.033,122.27
1043,Lichtenfels,Waldeck-Frankenberg,Hessen,4093,51.15,8.8,96.73
1044,Lichtenstein,Zwickau,Sachsen,11087,50.75639,12.63167,15.48
1045,Lich,Gießen,Hessen,13880,50.52167,8.82083,77.64
1046,Liebenau,Kassel,Hessen,2977,51.483,9.283,48.87
1047,Liebenwalde,Oberhavel,Brandenburg,4368,52.867,13.4,138.84
1048,Lieberose,Dahme-Spreewald,Brandenburg,1371,51.98306,14.3,72.51
1049,Liebstadt,Sächsische Schweiz-Osterzgebirge,Sachsen,1273,50.86472,13.85556,37.41
1050,Limbach-Oberfrohna,Zwickau,Sachsen,23711,50.867,12.75,50.17
1051,Limburg an der Lahn,Limburg-Weilburg,Hessen,35648,50.383,8.067,45.15
1052,Lindau,Lindau,Bayern,25543,47.54583,9.68333,33.18
1053,Lindenberg im Allgäu,Lindau,Bayern,11512,47.6,9.9,11.85
1054,Lindenfels,Bergstraße,Hessen,5084,49.68333,8.78333,21.09
1055,Linden,Gießen,Hessen,13111,50.533,8.65,22.77
1056,Lindow,Ostprignitz-Ruppin,Brandenburg,3030,52.967,12.983,65.17
1057,Lingen (Ems),Emsland,Niedersachsen,55232,52.52306,7.32306,176.15
1058,Linnich,Düren,Nordrhein-Westfalen,12697,50.97889,6.26778,65.46
1059,Linz am Rhein,Neuwied,Rheinland-Pfalz,6209,50.57028,7.28472,17.98
1060,Lippstadt,Soest,Nordrhein-Westfalen,67793,51.667,8.35,113.3
1061,Lohmar,Rhein-Sieg-Kreis,Nordrhein-Westfalen,30316,50.817,7.217,65.5
1062,Lohne (Oldenburg),Vechta,Niedersachsen,27259,52.66667,8.23861,90.78
1063,Lohr a. Main,Main-Spessart,Bayern,15016,50.0,9.583,90.44
1064,Loitz,Vorpommern-Greifswald,Mecklenburg-Western Pomerania,4262,53.967,13.15,89.53
1065,Lollar,Gießen,Hessen,10399,50.64972,8.70444,21.9
1066,Lommatzsch,Meißen,Sachsen,4807,51.2,13.3,66.47
1067,Lorch,Ostalbkreis,Baden-Württemberg,10953,48.79833,9.68833,34.28
1068,Lorch,Rheingau-Taunus-Kreis,Hessen,3744,50.04417,7.80333,54.0
1069,Lorsch,Bergstraße,Hessen,13831,49.65389,8.5675,25.24
1070,Luckau,Dahme-Spreewald,Brandenburg,9443,51.85,13.71667,206.38
1071,Lucka,Altenburger Land,Thüringen,3606,51.095,12.33528,12.99
1072,Luckenwalde,Teltow-Fläming,Brandenburg,20586,52.083,13.167,46.75
1073,Ludwigsburg,Ludwigsburg,Baden-Württemberg,93358,48.8975,9.19222,43.33
1074,Ludwigsfelde,Teltow-Fläming,Brandenburg,26936,52.29972,13.26667,109.3
1075,Ludwigshafen am Rhein,Urban district,Rheinland-Pfalz,172557,49.48111,8.43528,77.68
1076,Ludwigslust,Ludwigslust-Parchim,Mecklenburg-Western Pomerania,11959,53.32444,11.49722,78.3
1077,Ludwigsstadt,Kronach,Bayern,3342,50.48583,11.3875,58.72
1078,Lugau,Erzgebirgskreis,Sachsen,7907,50.73833,12.74639,22.2
1079,Lunzenau,Mittelsachsen,Sachsen,4133,50.96306,12.75306,28.06
1080,Lychen,Uckermark,Brandenburg,3154,53.203235,13.319617,110.51
1081,Löbau,Görlitz,Sachsen,14347,51.09444,14.66667,78.74
1082,Löffingen,Breisgau-Hochschwarzwald,Baden-Württemberg,7649,47.88389,8.34361,88.03
1083,Löhne,Herford,Nordrhein-Westfalen,39871,52.2,8.7,59.41
1084,Löningen,Cloppenburg,Niedersachsen,13561,52.717,7.767,143.0
1085,Lörrach,Lörrach,Baden-Württemberg,49295,47.617,7.667,39.43
1086,Löwenstein,Heilbronn,Baden-Württemberg,3379,49.1,9.383,23.46
1087,Lößnitz,Erzgebirgskreis,Sachsen,8074,50.62139,12.73167,30.54
1088,Lübbecke,Minden-Lübbecke,Nordrhein-Westfalen,25573,52.30806,8.62306,65.0
1089,Lübben/Lubin,Dahme-Spreewald,Brandenburg,14036,51.95,13.9,119.91
1090,Lübbenau/Spreewald,Oberspreewald-Lausitz,Brandenburg,15969,51.867,13.967,138.78
1091,Lübeck,Urban district,Schleswig-Holstein,215846,53.86972,10.68639,214.13
1092,Lübtheen,Ludwigslust-Parchim,Mecklenburg-Western Pomerania,4643,53.3,11.083,119.69
1093,Lübz,Ludwigslust-Parchim,Mecklenburg-Western Pomerania,6204,53.46306,12.02833,74.49
1094,Lüchow,Lüchow-Dannenberg,Niedersachsen,9435,52.967,11.15,89.01
1095,Lüdenscheid,Märkischer Kreis,Nordrhein-Westfalen,71911,51.217,7.633,86.73
1096,Lüdinghausen,Coesfeld,Nordrhein-Westfalen,24810,51.767,7.433,140.31
1097,Lügde,Lippe,Nordrhein-Westfalen,9235,51.95,9.25,88.64
1098,Lüneburg,Lüneburg,Niedersachsen,75301,53.2525,10.41444,70.34
1099,Lünen,Unna,Nordrhein-Westfalen,85838,51.617,7.517,59.18
1100,Lütjenburg,Plön,Schleswig-Holstein,5305,54.29472,10.59139,6.15
1101,Lützen,Burgenlandkreis,Sachsen-Anhalt,8458,51.25,12.133,108.28
1102,Magdala,Weimarer Land,Thüringen,2019,50.90667,11.44611,20.53
1103,Magdeburg,Urban district,Sachsen-Anhalt,235775,52.13333,11.61667,200.95
1104,Mahlberg,Ortenaukreis,Baden-Württemberg,5248,48.28694,7.81139,16.59
1105,Mainbernheim,Kitzingen,Bayern,2283,49.7,10.217,12.0
1106,Mainburg,Kelheim,Bayern,15106,48.65,11.783,61.59
1107,Maintal,Main-Kinzig-Kreis,Hessen,39307,50.15,8.833,32.4
1108,Mainz,Urban district,Rheinland-Pfalz,217123,49.983,8.267,97.75
1109,Malchin,Mecklenburgische Seenplatte,Mecklenburg-Western Pomerania,7341,53.733,12.783,108.7
1110,Malchow,Mecklenburgische Seenplatte,Mecklenburg-Western Pomerania,6542,53.467,12.417,44.6
1111,Manderscheid,Bernkastel-Wittlich,Rheinland-Pfalz,1416,50.09194,6.80917,10.06
1112,Mannheim,Urban district,Baden-Württemberg,309721,49.48778,8.46611,144.96
1113,Mansfeld,Mansfeld-Südharz,Sachsen-Anhalt,8517,51.59417,11.45472,143.78
1114,Marbach am Neckar,Ludwigsburg,Baden-Württemberg,15833,48.933,9.25,18.06
1115,Marburg,Marburg-Biedenkopf,Hessen,76401,50.81,8.77083,123.92
1116,Marienberg,Erzgebirgskreis,Sachsen,16716,50.633,13.15,133.47
1117,Marienmünster,Höxter,Nordrhein-Westfalen,4903,51.81667,9.18306,64.35
1118,Markdorf,Bodenseekreis,Baden-Württemberg,14156,47.72083,9.39167,40.92
1119,Markgröningen,Ludwigsburg,Baden-Württemberg,14902,48.90472,9.08083,28.16
1120,Markkleeberg,Leipzig,Sachsen,24664,51.27778,12.38333,31.36
1121,Markneukirchen,Vogtlandkreis,Sachsen,7362,50.317,12.317,69.06
1122,Markranstädt,Leipzig,Sachsen,15824,51.30167,12.22111,58.27
1123,Marktbreit,Kitzingen,Bayern,3973,49.66694,10.14361,20.15
1124,Marktheidenfeld,Main-Spessart,Bayern,11243,49.85,9.6,37.54
1125,Marktleuthen,Wunsiedel im Fichtelgebirge,Bayern,2999,50.117,12.0,35.49
1126,Marktoberdorf,Ostallgäu,Bayern,18683,47.767,10.617,95.25
1127,Marktredwitz,Wunsiedel im Fichtelgebirge,Bayern,17049,50.0,12.067,49.52
1128,Marktsteft,Kitzingen,Bayern,1995,49.7,10.117,10.51
1129,Marlow,Vorpommern-Rügen,Mecklenburg-Western Pomerania,4616,54.133,12.567,139.81
1130,Marl,Recklinghausen,Nordrhein-Westfalen,84312,51.667,7.117,87.69
1131,Marne,Dithmarschen,Schleswig-Holstein,5947,53.95,9.0,4.83
1132,Marsberg,Hochsauerlandkreis,Nordrhein-Westfalen,19488,51.45,8.833,182.01
1133,Maulbronn,Enzkreis,Baden-Württemberg,6632,49.00028,8.81083,25.44
1134,Maxhütte-Haidhof,Schwandorf,Bayern,11817,49.2,12.1,34.71
1135,Mayen,Mayen-Koblenz,Rheinland-Pfalz,19284,50.33333,7.21667,58.04
1136,Mechernich,Euskirchen,Nordrhein-Westfalen,27986,50.6,6.65,136.3
1137,Meckenheim,Rhein-Sieg-Kreis,Nordrhein-Westfalen,24741,50.633,7.017,34.92
1138,Medebach,Hochsauerlandkreis,Nordrhein-Westfalen,7987,51.19722,8.70694,126.05
1139,Meerane,Zwickau,Sachsen,13934,50.85194,12.46361,19.77
1140,Meerbusch,Rhein-Kreis Neuss,Nordrhein-Westfalen,56479,51.267,6.667,64.37
1141,Meersburg,Bodenseekreis,Baden-Württemberg,6050,47.7,9.267,12.08
1142,Meinerzhagen,Märkischer Kreis,Nordrhein-Westfalen,20529,51.117,7.633,115.18
1143,Meiningen,Schmalkalden-Meiningen,Thüringen,24722,50.55,10.417,105.65
1144,Meisenheim,Bad Kreuznach,Rheinland-Pfalz,2789,49.717,7.667,10.34
1145,Meissen,Meißen,Sachsen,28231,51.167,13.483,30.9
1146,Meldorf,Dithmarschen,Schleswig-Holstein,7248,54.083,9.067,21.25
1147,Melle,Osnabrück,Niedersachsen,46753,52.20444,8.33889,254.0
1148,Mellrichstadt,Rhön-Grabfeld,Bayern,5504,50.417,10.317,55.78
1149,Melsungen,Schwalm-Eder-Kreis,Hessen,13797,51.133,9.55,63.1
1150,Memmingen,Urban district,Bayern,44360,47.98778,10.18111,70.17
1151,Menden,Märkischer Kreis,Nordrhein-Westfalen,52452,51.43333,7.8,86.08
1152,Mendig,Mayen-Koblenz,Rheinland-Pfalz,8932,50.37444,7.28083,23.78
1153,Mengen,Sigmaringen,Baden-Württemberg,9876,48.04972,9.33,49.8
1154,Meppen,Emsland,Niedersachsen,35457,52.69361,7.29278,188.48
1155,Merkendorf,Ansbach,Bayern,3067,49.2,10.683,26.08
1156,Merseburg,Saalekreis,Sachsen-Anhalt,33593,51.35444,11.99278,54.73
1157,Merzig,Merzig-Wadern,Saarland,29700,49.45,6.617,108.79
1158,Meschede,Hochsauerlandkreis,Nordrhein-Westfalen,29696,51.35,8.283,218.5
1159,Mettmann,Mettmann,Nordrhein-Westfalen,38749,51.25,6.967,42.52
1160,Metzingen,Reutlingen,Baden-Württemberg,22117,48.53667,9.28583,34.61
1161,Meuselwitz,Altenburger Land,Thüringen,9881,51.05,12.3,56.99
1162,Meyenburg,Prignitz,Brandenburg,2111,53.31667,12.23306,50.62
1163,Meßkirch,Sigmaringen,Baden-Württemberg,8428,47.99278,9.1125,76.22
1164,Meßstetten,Zollernalbkreis,Baden-Württemberg,10714,48.18056,8.9625,76.82
1165,Michelstadt,Odenwaldkreis,Hessen,15970,49.678591,9.003859,86.97
1166,Miesbach,Miesbach,Bayern,11466,47.783,11.833,32.35
1167,Miltenberg,Miltenberg,Bayern,9288,49.70389,9.26444,60.18
1168,Mindelheim,Unterallgäu,Bayern,15247,48.033,10.467,56.44
1169,Minden,Minden-Lübbecke,Nordrhein-Westfalen,81592,52.28833,8.91667,101.08
1170,Mirow,Mecklenburgische Seenplatte,Mecklenburg-Western Pomerania,3883,53.267,12.8,156.37
1171,Mittenwalde,Dahme-Spreewald,Brandenburg,9428,52.267,13.533,98.48
1172,Mitterteich,Tirschenreuth,Bayern,6495,49.933,12.233,39.35
1173,Mittweida,Mittelsachsen,Sachsen,14356,50.98556,12.98111,41.24
1174,Moers,Wesel,Nordrhein-Westfalen,103487,51.45917,6.61972,67.68
1175,Monheim am Rhein,Mettmann,Nordrhein-Westfalen,41279,51.1,6.9,23.1
1176,Monheim,Donau-Ries,Bayern,5200,48.833,10.833,69.35
1177,Monschau,Aachen,Nordrhein-Westfalen,11686,50.56,6.25639,94.62
1178,Montabaur,Westerwaldkreis,Rheinland-Pfalz,14213,50.4375,7.82583,33.61
1179,Moosburg an der Isar,Freising,Bayern,18893,48.467,11.933,43.86
1180,Moringen,Northeim,Niedersachsen,6941,51.7,9.867,82.25
1181,Mosbach,Neckar-Odenwald-Kreis,Baden-Württemberg,23425,49.35222,9.14667,62.23
1182,Munderkingen,Alb-Donau-Kreis,Baden-Württemberg,5430,48.23528,9.64389,13.08
1183,Munich,Urban district,Bayern,1488202,48.133,11.567,310.71
1184,Munster,Heidekreis,Niedersachsen,15134,52.98861,10.09111,193.42
1185,Murrhardt,Rems-Murr-Kreis,Baden-Württemberg,14026,48.98,9.58139,71.13
1186,Märkisch Buchholz,Dahme-Spreewald,Brandenburg,836,52.1,13.75,24.65
1187,Möckern,Jerichower Land,Sachsen-Anhalt,12935,52.14056,11.9525,530.19
1188,Möckmühl,Heilbronn,Baden-Württemberg,8216,49.317,9.35,49.61
1189,Mölln,Lauenburg,Schleswig-Holstein,19282,53.62694,10.68472,25.05
1190,Mönchengladbach,Urban districts of Germany,Nordrhein-Westfalen,259665,51.2,6.43333,170.43
1191,Mörfelden-Walldorf,Groß-Gerau,Hessen,34799,50.0,8.583,44.16
1192,Mössingen,Tübingen,Baden-Württemberg,20494,48.40639,9.0575,50.05
1193,Mücheln,Saalekreis,Sachsen-Anhalt,8541,51.3,11.8,98.6
1194,Mügeln,Nordsachsen,Sachsen,5855,51.23333,13.05,54.95
1195,Mühlacker,Enzkreis,Baden-Württemberg,26093,48.95,8.83944,54.32
1196,Mühlberg,Elbe-Elster,Brandenburg,3630,51.43306,13.21667,88.55
1197,Mühldorf am Inn,Mühldorf am Inn,Bayern,20962,48.24167,12.525,29.42
1198,Mühlhausen,Unstrut-Hainich-Kreis,Thüringen,35799,51.217,10.45,130.7
1199,Mühlheim am Main,Offenbach,Hessen,28534,50.117,8.917,20.67
1200,Mühlheim an der Donau,Tuttlingen,Baden-Württemberg,3604,48.03056,8.88583,21.73
1201,Mülheim an der Ruhr,Urban districts of Germany,Nordrhein-Westfalen,170921,51.4275,6.8825,91.26
1202,Mülheim-Kärlich,Mayen-Koblenz,Rheinland-Pfalz,11185,50.38694,7.49528,16.31
1203,Müllheim,Breisgau-Hochschwarzwald,Baden-Württemberg,19119,47.8,7.633,57.91
1204,Müllrose,Oder-Spree,Brandenburg,4632,52.25,14.417,68.54
1205,Münchberg,Hof,Bayern,10136,50.2,11.767,68.78
1206,Müncheberg,Märkisch-Oderland,Brandenburg,7003,52.50361,14.13972,151.93
1207,Münchenbernsdorf,Greiz,Thüringen,2929,50.81667,11.93333,15.43
1208,Münnerstadt,Bad Kissingen,Bayern,7523,50.25,10.167,93.11
1209,Münsingen,Reutlingen,Baden-Württemberg,14480,48.41278,9.49528,116.05
1210,Münstermaifeld,Mayen-Koblenz,Rheinland-Pfalz,3445,50.2475,7.36306,27.78
1211,Münster,Urban district,Nordrhein-Westfalen,316403,51.9625,7.62556,302.89
1212,Münzenberg,Wetteraukreis,Hessen,5835,50.45333,8.77611,31.63
1213,Nabburg,Schwandorf,Bayern,6173,49.45,12.167,62.39
1214,Nagold,Calw,Baden-Württemberg,22672,48.55194,8.72556,63.09
1215,Naila,Hof,Bayern,7590,50.317,11.683,37.05
1216,Nassau,Rhein-Lahn-Kreis,Rheinland-Pfalz,4559,50.31583,7.80222,17.51
1217,Nastätten,Rhein-Lahn-Kreis,Rheinland-Pfalz,4265,50.19944,7.85833,13.02
1218,Nauen,Havelland,Brandenburg,18540,52.6,12.88306,266.78
1219,Naumburg,Kassel,Hessen,5003,51.25,9.167,66.29
1220,Naumburg,Burgenlandkreis,Sachsen-Anhalt,32053,51.15,11.817,129.88
1221,Naunhof,Leipzig,Sachsen,8721,51.27778,12.58833,39.49
1222,Nebra,Burgenlandkreis,Sachsen-Anhalt,3044,51.283,11.567,25.42
1223,Neckarbischofsheim,Rhein-Neckar-Kreis,Baden-Württemberg,4072,49.2925,8.96056,26.41
1224,Neckargemünd,Rhein-Neckar-Kreis,Baden-Württemberg,13349,49.39389,8.7975,26.15
1225,Neckarsteinach,Bergstraße,Hessen,3854,49.4,8.83333,17.22
1226,Neckarsulm,Heilbronn,Baden-Württemberg,26324,49.191694,9.224556,24.94
1227,Neresheim,Ostalbkreis,Baden-Württemberg,7991,48.75417,10.33444,118.52
1228,Netphen,Siegen-Wittgenstein,Nordrhein-Westfalen,23033,50.91472,8.1,137.39
1229,Nettetal,Viersen,Nordrhein-Westfalen,42438,51.317,6.283,84.0
1230,Netzschkau,Vogtlandkreis,Sachsen,3770,50.617,12.25,12.51
1231,Neu-Anspach,Hochtaunuskreis,Hessen,14619,50.29306,8.50889,36.14
1232,Neu-Isenburg,Offenbach,Hessen,38204,50.05,8.7,24.29
1233,Neu-Ulm,Neu-Ulm,Bayern,58841,48.383,10.0,80.5
1234,Neubrandenburg,Mecklenburgische Seenplatte,Mecklenburg-Western Pomerania,63372,53.55694,13.26111,85.65
1235,Neubukow,Rostock,Mecklenburg-Western Pomerania,3937,54.017,11.667,24.99
1236,Neubulach,Calw,Baden-Württemberg,5731,48.66111,8.69667,24.69
1237,Neuburg a.d. Donau,Neuburg-Schrobenhausen,Bayern,29662,48.733,11.183,81.32
1238,Neudenau,Heilbronn,Baden-Württemberg,5302,49.283,9.267,32.93
1239,Neuenburg am Rhein,Breisgau-Hochschwarzwald,Baden-Württemberg,12339,47.81472,7.56194,44.12
1240,Neuenbürg,Enzkreis,Baden-Württemberg,8308,48.84611,8.58889,28.17
1241,Neuenhaus,Grafschaft Bentheim,Niedersachsen,10228,52.5,6.96667,31.31
1242,Neuenrade,Märkischer Kreis,Nordrhein-Westfalen,11772,51.28389,7.78,54.12
1243,Neuenstadt am Kocher,Heilbronn,Baden-Württemberg,10214,49.233,9.333,41.18
1244,Neuenstein,Hohenlohekreis,Baden-Württemberg,6621,49.2,9.583,47.84
1245,Neuerburg,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,1512,50.01056,6.29583,10.23
1246,Neuffen,Esslingen,Baden-Württemberg,6247,48.55444,9.37556,17.45
1247,Neuhaus am Rennweg,Sonneberg,Thüringen,8808,50.517,11.15,108.22
1248,Neukalen,Mecklenburgische Seenplatte,Mecklenburg-Western Pomerania,1747,53.817,12.783,46.84
1249,Neukirchen-Vluyn,Wesel,Nordrhein-Westfalen,27532,51.44167,6.55833,43.48
1250,Neukirchen,Schwalm-Eder-Kreis,Hessen,6894,50.867,9.333,66.26
1251,Neukloster,Nordwestmecklenburg,Mecklenburg-Western Pomerania,4020,53.867,11.683,27.49
1252,Neumarkt in der Oberpfalz,Neumarkt in der Oberpfalz,Bayern,40243,49.283,11.467,79.03
1253,Neumarkt-Sankt Veit,Mühldorf am Inn,Bayern,6295,48.367,12.5,61.06
1254,Neumark,Weimarer Land,Thüringen,477,51.08,11.24778,8.64
1255,Neumünster,Urban district,Schleswig-Holstein,79905,54.07139,9.99,71.57
1256,Neunburg vorm Wald,Schwandorf,Bayern,8345,49.333,12.383,110.16
1257,Neunkirchen,Neunkirchen,Saarland,46037,49.35,7.167,75.08
1258,Neuruppin,Ostprignitz-Ruppin,Brandenburg,30764,52.93306,12.8,303.32
1259,Neusalza-Spremberg,Görlitz,Sachsen,3264,51.03889,14.52944,23.89
1260,Neuss,Rhein-Kreis Neuss,Nordrhein-Westfalen,153109,51.2,6.7,99.48
1261,Neustadt a.d.Donau,Kelheim,Bayern,14493,48.8,11.767,93.56
1262,Neustadt a.d.Waldnaab,Neustadt a.d.Waldnaab,Bayern,5723,49.73082,12.1707,9.93
1263,Neustadt am Kulm,Neustadt a.d.Waldnaab,Bayern,1129,49.817,11.817,20.3
1264,Neustadt am Rübenberge,Hanover,Niedersachsen,44586,52.5,9.467,357.0
1265,Neustadt an der Aisch,Neustadt (Aisch)-Bad Windsheim,Bayern,13224,49.59667,10.60889,0.0
1266,Neustadt an der Orla,Saale-Orla-Kreis,Thüringen,9095,50.733,11.75,86.08
1267,Neustadt an der Weinstraße,Urban district,Rheinland-Pfalz,53306,49.35,8.15,117.1
1268,Neustadt b.Coburg,Coburg,Bayern,14995,50.32889,11.12111,61.9
1269,Neustadt in Holstein,Ostholstein,Schleswig-Holstein,15154,54.10722,10.81583,19.74
1270,Neustadt in Sachsen,Sächsische Schweiz-Osterzgebirge,Sachsen,11962,51.02389,14.21667,83.05
1271,Neustadt-Glewe,Ludwigslust-Parchim,Mecklenburg-Western Pomerania,6997,53.367,11.583,93.91
1272,Neustadt,Ostprignitz-Ruppin,Brandenburg,3395,52.86667,12.43306,75.43
1273,Neustadt,Marburg-Biedenkopf,Hessen,9947,50.85,9.117,56.88
1274,Neustrelitz,Mecklenburgische Seenplatte,Mecklenburg-Western Pomerania,20151,53.36472,13.06361,138.15
1275,Neusäß,Augsburg,Bayern,22482,48.4,10.833,25.14
1276,Neutraubling,Regensburg,Bayern,14018,48.99361,12.19528,12.0
1277,Neuwied,Neuwied,Rheinland-Pfalz,64860,50.42861,7.46139,86.5
1278,Neuötting,Altötting,Bayern,8852,48.217,12.683,36.6
1279,Niddatal,Wetteraukreis,Hessen,9917,50.29833,8.81389,40.21
1280,Nidda,Wetteraukreis,Hessen,17314,50.41278,9.00917,118.34
1281,Nidderau,Main-Kinzig-Kreis,Hessen,20556,50.25,8.9,46.73
1282,Nideggen,Düren,Nordrhein-Westfalen,10155,50.7,6.483,65.04
1283,NiebüllNaibel / Nibøl,Nordfriesland,Schleswig-Holstein,10089,54.7881,8.8296,30.63
1284,Niedenstein,Schwalm-Eder-Kreis,Hessen,5392,51.233,9.317,30.61
1285,Nieder-Olm,Mainz-Bingen,Rheinland-Pfalz,4527,49.90833,8.20278,17.09
1286,Niederkassel,Rhein-Sieg-Kreis,Nordrhein-Westfalen,38512,50.817,7.033,35.79
1287,Niedernhall,Hohenlohekreis,Baden-Württemberg,4073,49.3,9.617,17.71
1288,Niederstetten,Main-Tauber-Kreis,Baden-Württemberg,4800,49.40083,9.91806,104.06
