id,name,district,state,population,lat,lon,area
647,Grafing bei München,Ebersberg,Bayern,13805,48.05,11.967,29.57
648,Gransee,Oberhavel,Brandenburg,5849,53.00694,13.15861,121.15
649,Grebenau,Vogelsbergkreis,Hessen,2376,50.75,9.467,55.37
650,Grebenstein,Kassel,Hessen,5720,51.45,9.417,49.85
651,Greding,Roth,Bayern,7135,49.05194,11.36056,103.8
652,Greifswald,Vorpommern-Greifswald,Mecklenburg-Western Pomerania,59282,54.083,13.383,50.5
653,Greiz,Greiz,Thüringen,20108,50.65472,12.19972,84.87
654,Greußen,Kyffhäuserkreis,Thüringen,5860,51.22917,10.9475,86.82
655,Grevenbroich,Rhein-Kreis Neuss,Nordrhein-Westfalen,63941,51.08833,6.5875,102.6
656,Greven,Steinfurt,Nordrhein-Westfalen,37709,52.09167,7.60833,140.26
657,Grevesmühlen,Nordwestmecklenburg,Mecklenburg-Western Pomerania,10439,53.867,11.167,52.32
658,Griesheim,Darmstadt-Dieburg,Hessen,27703,49.86389,8.56389,21.4083
659,Grimma,Leipzig,Sachsen,28149,51.23861,12.72528,217.38
660,Grimmen,Vorpommern-Rügen,Mecklenburg-Western Pomerania,9369,54.11,13.04139,50.29
661,Groitzsch,Leipzig,Sachsen,7579,51.15556,12.28056,70.06
662,Gronau,Hildesheim,Niedersachsen,10711,52.067,9.783,88.13
663,Gronau,Borken,Nordrhein-Westfalen,48576,52.2125,7.04167,78.63
664,Groß-Bieberau,Darmstadt-Dieburg,Hessen,4677,49.8,8.833,18.27
665,Groß-Gerau,Groß-Gerau,Hessen,25685,49.91917,8.485,54.47
666,Groß-Umstadt,Darmstadt-Dieburg,Hessen,21234,49.867,8.933,86.84
667,Großalmerode,Werra-Meißner-Kreis,Hessen,6323,51.2575,9.78444,37.62
668,Großbottwar,Ludwigsburg,Baden-Württemberg,8507,49.00139,9.29306,25.51
669,Großbreitenbach,Ilm-Kreis,Thüringen,6104,50.58278,11.01056,80.76
670,Großenhain,Meissen,Sachsen,18062,51.283,13.55,96.79
671,Großräschen,Oberspreewald-Lausitz,Brandenburg,8455,51.58306,14.0,81.29
672,Großröhrsdorf,Bautzen,Sachsen,9659,51.14444,14.01667,40.86
673,Großschirma,Mittelsachsen,Sachsen,5580,50.96639,13.27806,61.44
674,"Gräfenberg, Bavaria",Forchheim,Bayern,4177,49.633,11.25,37.88
675,Gräfenhainichen,Wittenberg,Sachsen-Anhalt,11467,51.717,12.433,158.9
676,Gräfenthal,Saalfeld-Rudolstadt,Thüringen,1897,50.533,11.3,36.45
677,Gröditz,Meißen,Sachsen,6932,51.41667,13.46639,28.78
678,Gröningen,Börde,Sachsen-Anhalt,3556,51.93333,11.21667,59.67
679,Grünberg,Gießen,Hessen,13706,50.6,8.95,89.25
680,Grünhain-Beierfeld,Erzgebirgskreis,Sachsen,5768,50.567,12.8,22.26
681,Grünsfeld,Main-Tauber-Kreis,Baden-Württemberg,3629,49.6,9.75,44.72
682,Grünstadt,Bad Dürkheim,Rheinland-Pfalz,13652,49.56917,8.16806,18.09
683,Guben,Spree-Neiße,Brandenburg,16656,51.95333,14.71667,43.75
684,Gudensberg,Schwalm-Eder-Kreis,Hessen,9761,51.183,9.367,46.5
685,Gummersbach,Oberbergischer Kreis,Nordrhein-Westfalen,50978,51.033,7.567,95.3
686,Gundelfingen an der Donau,Dillingen,Bayern,7882,48.55,10.367,53.97
687,Gundelsheim,Heilbronn,Baden-Württemberg,7475,49.283,9.167,38.45
688,Gunzenhausen,Weißenburg-Gunzenhausen,Bayern,16665,49.11472,10.75417,82.73
689,Göppingen,Göppingen (district),Baden-Württemberg,57974,48.7025,9.65278,59.22
690,Görlitz,Görlitz,Sachsen,55784,51.15278,14.98722,67.22
691,Göttingen,Göttingen,Niedersachsen,116845,51.53389,9.93556,116.89
692,Gößnitz,Altenburger Land,Thüringen,3389,50.89028,12.43278,14.04
693,Güglingen,Heilbronn,Baden-Württemberg,6434,49.067,9.0,16.26
694,Günzburg,Günzburg,Bayern,20958,48.45267,10.27133,55.4
695,Güsten,Salzlandkreis,Sachsen-Anhalt,4074,51.79722,11.61,36.16
696,Güstrow,Rostock,Mecklenburg-Western Pomerania,28999,53.79389,12.17639,70.86
697,Gütersloh,Gütersloh,Nordrhein-Westfalen,100664,51.9,8.383,111.99
698,Gützkow,Vorpommern-Greifswald,Mecklenburg-Western Pomerania,2967,53.95,13.417,57.29
699,Haan,Mettmann,Nordrhein-Westfalen,30263,51.167,7.0,24.22
700,Hachenburg,Westerwaldkreis,Rheinland-Pfalz,6175,50.66139,7.82028,21.43
701,Hadamar,Limburg-Weilburg,Hessen,12626,50.45,8.05,40.99
702,Hagenbach,Germersheim,Rheinland-Pfalz,5456,49.02056,8.24833,15.85
703,Hagenow,Ludwigslust-Parchim,Mecklenburg-Western Pomerania,12245,53.417,11.183,67.44
704,Hagen,Urban district,Nordrhein-Westfalen,188687,51.367,7.483,160.4
705,Haigerloch,Zollernalbkreis,Baden-Württemberg,10775,48.36472,8.805,76.46
706,Haiger,Lahn-Dill-Kreis,Hessen,19258,50.74222,8.20389,106.67
707,Hainichen,Mittelsachsen,Sachsen,8531,50.96972,13.12528,51.57
708,Haiterbach,Calw,Baden-Württemberg,5969,48.52444,8.65028,28.92
709,Halberstadt,Harz,Sachsen-Anhalt,39221,51.89583,11.04667,142.97
710,Haldensleben,Börde,Sachsen-Anhalt,19133,52.283,11.417,156.15
711,Halle (Saale),Urban district,Sachsen-Anhalt,237865,51.48278,11.96972,135.01
712,Hallenberg,Hochsauerlandkreis,Nordrhein-Westfalen,4490,51.11167,8.62306,65.36
713,Halle,Gütersloh,Nordrhein-Westfalen,21448,52.067,8.367,69.21
714,Hallstadt,Bamberg,Bayern,8699,49.933,10.883,14.54
715,Haltern am See,Recklinghausen,Nordrhein-Westfalen,37845,51.75,7.183,158.34
716,Halver,Märkischer Kreis,Nordrhein-Westfalen,16108,51.183,7.467,77.37
717,Hamburg,,Hamburg,1845229,53.56528,10.00139,755.22
718,Hamelin,Hamelin-Pyrmont,Niedersachsen,57276,52.1,9.367,102.3
719,Hammelburg,Bad Kissingen,Bayern,10906,50.117,9.9,128.89
720,Hamminkeln,Wesel,Nordrhein-Westfalen,26962,51.73194,6.59083,164.44
721,Hamm,Urban district,Nordrhein-Westfalen,178967,51.683,7.817,226.26
722,Hanau,Main-Kinzig-Kreis,Hessen,97137,50.13278,8.91694,76.49
723,Hann. Münden,Göttingen,Niedersachsen,23504,51.417,9.65,121.12
724,Hanover,Hannover,Niedersachsen,534049,52.367,9.717,204.01
725,Hanseatic City of Buxtehude,Stade,Niedersachsen,40026,53.47694,9.70111,76.49
726,Hanseatic City of Korbach,Waldeck-Frankenberg,Hessen,23438,51.283,8.867,123.98
727,Hanseatic City of Stade,Stade,Niedersachsen,47611,53.60083,9.47639,110.03
728,Harburg,Donau-Ries,Bayern,5575,48.767,10.667,73.17
729,Hardegsen,Northeim,Niedersachsen,7584,51.65222,9.82944,83.87
730,"Haren, Germany",Emsland,Niedersachsen,24047,52.767,7.217,208.76
731,Harsewinkel,Gütersloh,Nordrhein-Westfalen,25338,51.96667,8.23306,100.12
732,Hartenstein,Zwickau,Sachsen,4503,50.66833,12.67139,36.72
733,Hartha,Mittelsachsen,Sachsen,6891,51.0978,12.9773,54.29
734,Harzgerode,Harz,Sachsen-Anhalt,7621,51.64222,11.14417,164.57
735,Haselünne,Emsland,Niedersachsen,13141,52.667,7.467,159.2
736,Haslach im Kinzigtal,Ortenaukreis,Baden-Württemberg,7152,48.27778,8.08694,18.71
737,Hattersheim am Main,Main-Taunus-Kreis,Hessen,27747,50.067,8.467,15.82
738,Hattingen,Ennepe-Ruhr-Kreis,Nordrhein-Westfalen,54278,51.39917,7.18583,71.4
739,Hatzfeld,Waldeck-Frankenberg,Hessen,2939,51.0,8.55,58.51
740,Hausach,Ortenaukreis,Baden-Württemberg,5759,48.28528,8.17972,36.07
741,Hauzenberg,Passau,Bayern,11747,48.65,13.633,82.82
742,Havelberg,Stendal,Sachsen-Anhalt,6436,52.825,12.07444,149.13
743,Havelsee,Potsdam-Mittelmark,Brandenburg,3277,52.5,12.467,66.6
744,Hayingen,Reutlingen,Baden-Württemberg,2196,48.27528,9.47806,63.31
745,Haßfurt,Haßberge,Bayern,13593,50.017,10.5,52.77
746,Hechingen,Zollernalbkreis,Baden-Württemberg,19126,48.35167,8.96333,66.44
747,Hecklingen,Salzlandkreis,Sachsen-Anhalt,6877,51.85,11.517,95.34
748,Heideck,Roth,Bayern,4653,49.117,11.117,58.64
749,Heidelberg,Urban district,Baden-Württemberg,158741,49.417,8.717,108.83
750,Heidenau,Sächsische Schweiz-Osterzgebirge,Sachsen,16641,50.983,13.867,11.0
751,Heidenheim an der Brenz,Heidenheim,Baden-Württemberg,49342,48.67611,10.15444,107.1
752,Heide,Dithmarschen,Schleswig-Holstein,21485,54.19611,9.09333,31.8938
753,Heilbad Heiligenstadt,Eichsfeld,Thüringen,16911,51.37889,10.13861,70.88
754,Heilbronn,Stadtkreis,Baden-Württemberg,126458,49.15,9.217,99.88
755,Heiligenhafen,Ostholstein,Schleswig-Holstein,9186,54.37389,10.97972,18.12
756,Heiligenhaus,Mettmann,Nordrhein-Westfalen,26301,51.31667,6.96667,27.47
757,Heilsbronn,Ansbach,Bayern,9739,49.317,10.8,62.23
758,Heimbach,Düren,Nordrhein-Westfalen,4312,50.63306,6.48306,64.8
759,Heimsheim,Enzkreis,Baden-Württemberg,5320,48.80556,8.86194,14.32
760,Heinsberg,Heinsberg,Nordrhein-Westfalen,42476,51.06306,6.09639,92.14
761,Heitersheim,Breisgau-Hochschwarzwald,Baden-Württemberg,6437,47.87528,7.65472,11.71
762,Heldburg,Hildburghausen,Thüringen,3374,50.283,10.733,112.75
763,Helmbrechts,Hof,Bayern,8454,50.217,11.683,58.66
764,Helmstedt,Helmstedt,Niedersachsen,25544,52.22806,11.01056,66.54
765,Hemau,Regensburg,Bayern,9317,49.05194,11.78278,122.46
766,Hemer,Märkischer Kreis,Nordrhein-Westfalen,33863,51.38333,7.76667,67.56
767,Hemmingen,Hanover,Niedersachsen,18941,52.32361,9.72556,31.65
768,Hemmoor,Cuxhaven,Niedersachsen,8743,53.7025,9.13944,45.08
769,Hemsbach,Rhein-Neckar-Kreis,Baden-Württemberg,11706,49.59028,8.65639,12.86
770,Hennef,Rhein-Sieg-Kreis,Nordrhein-Westfalen,47544,50.783,7.283,105.79
771,Hennigsdorf,Oberhavel,Brandenburg,26559,52.63778,13.20361,31.29
772,Heppenheim,Bergstraße,Hessen,26218,49.64306,8.63889,52.14
773,Herbolzheim,Emmendingen,Baden-Württemberg,11146,48.22194,7.7775,35.48
774,"Herborn, Hesse",Lahn-Dill-Kreis,Hessen,20473,50.6825,8.30611,63.82
775,Herbrechtingen,Heidenheim,Baden-Württemberg,13051,48.62528,10.17389,58.63
776,Herbstein,Vogelsbergkreis,Hessen,4709,50.55,9.35,79.98
777,Herdecke,Ennepe-Ruhr-Kreis,Nordrhein-Westfalen,22653,51.4,7.433,22.4
778,Herdorf,Altenkirchen,Rheinland-Pfalz,6559,50.7775,7.95472,18.0
779,Herford,Herford,Nordrhein-Westfalen,66495,52.13333,8.68333,78.95
780,Heringen,Hersfeld-Rotenburg,Hessen,7146,50.88722,10.00556,61.18
781,Heringen,Nordhausen,Thüringen,4727,51.44722,10.88083,66.73
782,Hermeskeil,Trier-Saarburg,Rheinland-Pfalz,6688,49.65722,6.94889,30.85
783,Hermsdorf,Saale-Holzland-Kreis,Thüringen,8038,50.89806,11.85667,7.51
784,Herne city,Urban district,Nordrhein-Westfalen,156940,51.55,7.21667,51.41
785,Herrenberg,Böblingen,Baden-Württemberg,31818,48.59667,8.87083,65.71
786,Herrieden,Ansbach,Bayern,8101,49.217,10.517,81.71
787,Herrnhut,Görlitz,Sachsen,5787,51.01667,14.74167,73.94
788,Hersbruck,Nürnberger Land,Bayern,12459,49.50806,11.43278,22.91
789,Herten,Recklinghausen,Nordrhein-Westfalen,61860,51.6,7.133,37.31
790,Herzberg am Harz,Göttingen,Niedersachsen,12799,51.6575,10.34111,71.88
791,Herzberg,Elbe-Elster,Brandenburg,8776,51.68306,13.23306,148.48
792,Herzogenaurach,Erlangen-Höchstadt,Bayern,23616,49.567,10.883,47.6
793,Herzogenrath,Aachen,Nordrhein-Westfalen,46225,50.867,6.1,33.401
794,Hessisch Lichtenau,Werra-Meißner-Kreis,Hessen,12443,51.2,9.717,105.87
795,Hessisch Oldendorf,Hameln-Pyrmont,Niedersachsen,18190,52.167,9.25,120.39
796,Hettingen,Sigmaringen,Baden-Württemberg,1777,48.21611,9.23139,46.07
797,Hettstedt,Mansfeld-Südharz,Sachsen-Anhalt,13758,51.633,11.5,36.92
798,Heubach,Ostalbkreis,Baden-Württemberg,9894,48.78806,9.93333,25.81
799,Heusenstamm,Offenbach,Hessen,18960,50.05,8.8,19.03
800,Hilchenbach,Siegen-Wittgenstein,Nordrhein-Westfalen,14646,50.99833,8.10944,80.88
801,Hildburghausen,Hildburghausen,Thüringen,11674,50.41667,10.75,72.94
802,Hilden,Mettmann,Nordrhein-Westfalen,55274,51.17139,6.93944,25.96
803,Hildesheim,Hildesheim,Niedersachsen,101055,52.15,9.95,92.18
804,Hillesheim,Vulkaneifel,Rheinland-Pfalz,3210,50.29306,6.675,20.62
805,Hilpoltstein,Roth,Bayern,13841,49.183,11.183,91.42
806,Hirschau,Amberg-Sulzbach,Bayern,5604,49.533,11.95,74.9
807,Hirschberg,Saale-Orla-Kreis,Thüringen,2099,50.40583,11.82,24.12
808,Hirschhorn,Bergstraße,Hessen,3410,49.45,8.9,30.86
809,Hitzacker,Lüchow-Dannenberg,Niedersachsen,4973,53.133,11.05,58.44
810,Hochheim am Main,Main-Taunus-Kreis,Hessen,18143,50.01667,8.35,19.43
811,Hockenheim,Rhein-Neckar-Kreis,Baden-Württemberg,21539,49.31806,8.54722,34.84
812,Hofgeismar,Kassel,Hessen,15243,51.483,9.4,86.39
813,Hofheim in Unterfranken,Haßberge,Bayern,5097,50.133,10.183,56.35
814,"Hofheim, Hesse",Main-Taunus-Kreis,Hessen,39905,50.08333,8.45,57.38
815,Hof,Urban district,Bayern,45173,50.31667,11.91667,58.02
816,Hohen Neuendorf,Oberhavel,Brandenburg,26380,52.667,13.283,48.06
817,Hohenberg a.d.Eger,Wunsiedel im Fichtelgebirge,Bayern,1442,50.1,12.217,8.19
818,Hohenleuben,Greiz,Thüringen,1388,50.717,12.05,9.52
819,Hohenmölsen,Burgenlandkreis,Sachsen-Anhalt,9510,51.15639,12.09806,75.31
820,Hohenstein-Ernstthal,Zwickau,Sachsen,14310,50.8,12.717,18.33
821,Hohnstein,Sächsische Schweiz-Osterzgebirge,Sachsen,3262,50.983,14.117,64.61
822,Hollfeld,Bayreuth,Bayern,5024,49.933,11.3,81.0
823,Holzgerlingen,Böblingen,Baden-Württemberg,13258,48.63917,9.01083,13.39
824,Holzminden,Holzminden,Niedersachsen,19790,51.82972,9.44833,88.25
825,Homberg,Schwalm-Eder-Kreis,Hessen,13926,51.03306,9.4,99.99
826,Homberg,Vogelsbergkreis,Hessen,7413,50.717,9.0,88.0
827,Homburg,Saarpfalz,Saarland,41790,49.317,7.333,82.65
828,Horb am Neckar,Freudenstadt,Baden-Württemberg,25092,48.44528,8.69111,119.84
829,Horn-Bad Meinberg,Lippe,Nordrhein-Westfalen,17245,51.88333,8.96667,90.15
830,Hornbach,Südwestpfalz,Rheinland-Pfalz,1424,49.18806,7.36917,13.32
831,Hornberg,Ortenaukreis,Baden-Württemberg,4292,48.21333,8.23083,54.45
832,Horstmar,Steinfurt,Nordrhein-Westfalen,6595,52.08056,7.30833,45.0
833,Hoya,Nienburg/Weser,Niedersachsen,3884,52.8,9.133,8.5
834,Hoyerswerda,Bautzen,Sachsen,31790,51.433,14.25,95.06
835,Hungen,Gießen,Hessen,12642,50.467,8.9,86.75
836,Husum,Nordfriesland,Schleswig-Holstein,23249,54.46667,9.05,25.82
837,Höchstadt,Erlangen-Höchstadt,Bayern,13579,49.7,10.8,70.9
838,Höchstädt an der Donau,Dillingen,Bayern,6879,48.6,10.55,37.45
839,Höhr-Grenzhausen,Westerwaldkreis,Rheinland-Pfalz,9303,50.435,7.67111,15.87
840,Hörstel,Steinfurt,Nordrhein-Westfalen,20335,52.29722,7.58611,107.32
841,Höxter,Höxter,Nordrhein-Westfalen,28509,51.767,9.367,157.89
842,Hückelhoven,Heinsberg,Nordrhein-Westfalen,40425,51.06083,6.21972,61.27
843,Hückeswagen,Oberbergischer Kreis,Nordrhein-Westfalen,14810,51.145,7.34167,50.46
844,Hüfingen,Schwarzwald-Baar-Kreis,Baden-Württemberg,7891,47.92611,8.49,58.53
845,Hünfeld,Fulda,Hessen,16613,50.66667,9.76667,119.77
846,Hürth,Rhein-Erft-Kreis,Nordrhein-Westfalen,59525,50.8775,6.87611,51.173
847,Ibbenbüren,Steinfurt,Nordrhein-Westfalen,51526,52.27778,7.71667,108.85
848,Ichenhausen,Günzburg,Bayern,9174,48.367,10.317,34.22
849,Idar-Oberstein,Birkenfeld,Rheinland-Pfalz,28313,49.71139,7.31306,91.56
850,Idstein,Rheingau-Taunus-Kreis,Hessen,25241,50.22056,8.27417,79.6
851,Illertissen,Neu-Ulm,Bayern,17559,48.217,10.083,36.45
852,Ilmenau,Ilm-Kreis,Thüringen,38637,50.68389,10.91944,198.69
853,Ilsenburg,Harz,Sachsen-Anhalt,9558,51.867,10.683,62.97
854,Ilshofen,Schwäbisch Hall,Baden-Württemberg,6787,49.17028,9.92028,54.9
855,Immenhausen,Kassel,Hessen,7031,51.417,9.5,28.53
856,Immenstadt,Oberallgäu,Bayern,14312,47.567,10.217,81.41
857,Ingelfingen,Hohenlohekreis,Baden-Württemberg,5476,49.3,9.65,46.48
858,Ingelheim am Rhein,Mainz-Bingen,Rheinland-Pfalz,35161,49.97472,8.05639,73.33
859,Ingolstadt,Urban district,Bayern,136952,48.767,11.433,133.37
860,Iphofen,Kitzingen,Bayern,4725,49.7,10.267,78.01
861,Iserlohn,Märkischer Kreis,Nordrhein-Westfalen,91815,51.383,7.667,125.5
862,Isny im Allgäu,Ravensburg,Baden-Württemberg,14321,47.69194,10.03944,85.37
863,Isselburg,Borken,Nordrhein-Westfalen,10758,51.83306,6.46667,42.73
864,Itzehoe,Steinburg,Schleswig-Holstein,31796,53.925,9.51639,28.03
865,Jarmen,Vorpommern-Greifswald,Mecklenburg-Western Pomerania,2941,53.917,13.333,30.64
866,Jena,Urban district,Thüringen,110731,50.92722,11.58611,114.76
867,Jerichow,Jerichower Land,Sachsen-Anhalt,6787,52.483,12.017,269.91
868,Jessen,Wittenberg,Sachsen-Anhalt,14074,51.79167,12.95556,351.94
869,Jever,Friesland,Niedersachsen,14562,53.57444,7.90083,42.13
870,Joachimsthal,Barnim,Brandenburg,3414,52.96667,13.75,120.18
871,Johanngeorgenstadt,Erzgebirgskreis,Sachsen,3879,50.43333,12.71389,29.59
872,Jöhstadt,Erzgebirgskreis,Sachsen,2569,50.51444,13.08861,49.69
873,Jüchen,Neuss,Nordrhein-Westfalen,23516,51.10111,6.50167,71.84
874,Jülich,Düren,Nordrhein-Westfalen,32336,50.92222,6.35833,90.4
875,Jüterbog,Teltow-Fläming,Brandenburg,12423,51.99333,13.07278,175.68
876,Kaarst,Rhein-Kreis Neuss,Nordrhein-Westfalen,43615,51.217,6.617,37.48
877,Kahla,Saale-Holzland-Kreis,Thüringen,6756,50.80083,11.5875,7.97
878,Kaisersesch,Cochem-Zell,Rheinland-Pfalz,3172,50.23222,7.13944,8.18
879,Kaiserslautern,Urban district,Rheinland-Pfalz,99662,49.44472,7.76889,139.74
880,"Kalbe, Saxony-Anhalt",Altmarkkreis Salzwedel,Sachsen-Anhalt,7498,52.6333,11.4,272.51
881,Kalkar,Kleve,Nordrhein-Westfalen,13944,51.73889,6.2925,88.2
882,Kaltenkirchen,Segeberg,Schleswig-Holstein,22877,53.83972,9.96028,23.1
883,Kaltennordheim,Schmalkalden-Meiningen,Thüringen,5773,50.633,10.167,94.41
884,Kamenz,Bautzen,Sachsen,16998,51.267,14.1,98.3
885,Kamen,Unna,Nordrhein-Westfalen,42875,51.59167,7.66528,40.93
886,Kamp-Lintfort,Wesel,Nordrhein-Westfalen,37635,51.5,6.53333,63.16
887,Kandel,Germersheim,Rheinland-Pfalz,8990,49.083,8.2,26.64
888,Kandern,Lörrach,Baden-Württemberg,8287,47.717,7.667,62.27
889,KappelnKappel,Schleswig-Flensburg,Schleswig-Holstein,8609,54.66139,9.93111,43.32
890,Karben,Wetteraukreis,Hessen,22562,50.23222,8.76806,43.94
891,Karlsruhe,Urban district,Baden-Württemberg,308436,49.0092097,8.4039514,173.46
892,Karlstadt am Main,Main-Spessart,Bayern,14930,49.96028,9.77222,98.11
893,Kassel,Urban district,Hessen,201048,51.3158,9.4979,107.0
894,Kastellaun,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,5519,50.06944,7.44306,8.47
895,Katzenelnbogen,Rhein-Lahn-Kreis,Rheinland-Pfalz,2169,50.26667,7.98333,9.2
896,Kaub,Rhein-Lahn-Kreis,Rheinland-Pfalz,850,50.08806,7.76278,12.98
897,Kaufbeuren,Urban district,Bayern,44662,47.88,10.6225,40.02
898,Kehl,Ortenaukreis,Baden-Württemberg,36947,48.567,7.817,75.07
899,Kelbra,Mansfeld-Südharz,Sachsen-Anhalt,3305,51.433,11.033,40.54
900,Kelheim,Kelheim,Bayern,16744,48.917,11.867,76.76
901,Kelkheim,Main-Taunus-Kreis,Hessen,29162,50.13778,8.44972,30.65
902,Kellinghusen,Steinburg,Schleswig-Holstein,8144,53.95,9.717,18.81
903,Kelsterbach,Groß-Gerau,Hessen,16983,50.06167,8.53111,15.38
904,Kemberg,Wittenberg,Sachsen-Anhalt,9544,51.783,12.633,235.11
905,Kemnath,Tirschenreuth,Bayern,5500,49.867,11.883,54.13
906,Kempen,Viersen,Nordrhein-Westfalen,34537,51.36583,6.41944,68.79
907,Kempten,Urban district,Bayern,68940,47.733,10.317,63.29
908,Kenzingen,Emmendingen,Baden-Württemberg,10394,48.19167,7.76833,36.93
909,Kerpen,Rhein-Erft-Kreis,Nordrhein-Westfalen,65802,50.87194,6.69611,113.94
910,Ketzin,Havelland,Brandenburg,6595,52.46972,12.845,92.79
911,Kevelaer,Kleve,Nordrhein-Westfalen,27955,51.58333,6.25,100.6
912,Kiel,Urban district,Schleswig-Holstein,246601,54.32333,10.13944,118.6
913,Kierspe,Märkischer Kreis,Nordrhein-Westfalen,16089,51.133,7.567,71.62
914,Kirchberg an der Jagst,Schwäbisch Hall,Baden-Württemberg,4389,49.20389,9.98139,40.93
915,Kirchberg,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,3984,49.945,7.40722,18.05
916,Kirchberg,Zwickau,Sachsen,8166,50.62222,12.52556,39.58
917,Kirchenlamitz,Wunsiedel im Fichtelgebirge,Bayern,3166,50.15,11.95,48.51
918,Kirchen,Altenkirchen,Rheinland-Pfalz,8446,50.80861,7.88333,39.59
919,Kirchhain,Marburg-Biedenkopf,Hessen,16239,50.817,8.917,90.92
920,Kirchheim unter Teck,Esslingen,Baden-Württemberg,40774,48.64833,9.45111,40.47
921,Kirchheimbolanden,Donnersbergkreis,Rheinland-Pfalz,7918,49.66639,8.01167,26.36
922,Kirn,Bad Kreuznach,Rheinland-Pfalz,8241,49.78806,7.45722,16.53
923,Kirtorf,Vogelsbergkreis,Hessen,3151,50.767,9.1,79.88
924,Kitzingen,Kitzingen,Bayern,22141,49.733,10.167,46.99
925,Kitzscher,Leipzig,Sachsen,5074,51.164475,12.5535,28.99
926,Kleve,Kleve,Nordrhein-Westfalen,52359,51.79,6.14,97.79
927,Klingenberg am Main,Miltenberg,Bayern,6234,49.783,9.183,21.14
928,Klingenthal,Vogtlandkreis,Sachsen,8035,50.36694,12.46861,50.44
929,Klötze,Altmarkkreis Salzwedel,Sachsen-Anhalt,9825,52.62629,11.1616,278.29
930,Klütz,Nordwestmecklenburg,Mecklenburg-Western Pomerania,3082,53.967,11.167,44.12
931,Knittlingen,Enzkreis,Baden-Württemberg,8068,49.02389,8.75694,26.33
932,Koblenz,Urban district,Rheinland-Pfalz,113388,50.35972,7.59778,105.02
933,Kolbermoor,Rosenheim,Bayern,18534,47.85,12.067,19.87
934,Konz,Trier-Saarburg,Rheinland-Pfalz,18244,49.7,6.583,44.54
935,Korntal-Münchingen,Ludwigsburg,Baden-Württemberg,19639,48.83056,9.12139,20.71
936,Kornwestheim,Ludwigsburg,Baden-Württemberg,33743,48.8598,9.1852,14.64
937,Korschenbroich,Rhein-Kreis Neuss,Nordrhein-Westfalen,33484,51.183,6.517,55.26
938,Kraichtal,Karlsruhe,Baden-Württemberg,14686,49.12417,8.71472,80.56
939,Krakow am See,Rostock,Mecklenburg-Western Pomerania,3412,53.65,12.267,87.07
940,Kranichfeld,Weimarer Land,Thüringen,3340,50.85,11.2,23.08
941,Krautheim,Hohenlohekreis,Baden-Württemberg,4640,49.383,9.633,52.91
942,Krefeld,Urban districts of Germany,Nordrhein-Westfalen,226844,51.33333,6.56667,137.68
943,Kremmen,Oberhavel,Brandenburg,7700,52.76667,13.03306,208.43
944,Krempe,Steinburg,Schleswig-Holstein,2346,53.817,9.467,3.39
945,Kreuztal,Siegen-Wittgenstein,Nordrhein-Westfalen,30965,50.967,7.967,70.97
946,Kronach,Kronach,Bayern,16701,50.24111,11.32806,66.99
947,Kronberg im Taunus,Hochtaunuskreis,Hessen,18242,50.183,8.5,18.62
948,Kroppenstedt,Börde,Sachsen-Anhalt,1402,51.9413,11.30845,38.65
949,Krumbach,Günzburg,Bayern,13568,48.25,10.367,44.75
950,Kröpelin,Rostock,Mecklenburg-Western Pomerania,4789,54.067,11.783,67.26
951,Kulmbach,Kulmbach,Bayern,25781,50.1,11.433,92.77
952,Kupferberg,Kulmbach,Bayern,1067,50.117,11.567,8.28
953,Kuppenheim,Rastatt,Baden-Württemberg,8372,48.8275,8.25444,18.08
954,Kusel,Kusel,Rheinland-Pfalz,5566,49.53472,7.39806,14.37
955,Kyllburg,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,935,50.04194,6.59472,4.62
956,Kyritz,Ostprignitz-Ruppin,Brandenburg,9281,52.95,12.4,156.09
957,Kölleda,Sömmerda,Thüringen,6278,51.167,11.217,89.5
958,Königs Wusterhausen,Dahme-Spreewald,Brandenburg,38111,52.29167,13.625,95.83
959,Königsberg in Bayern,Haßberge,Bayern,3634,50.07778,10.56667,61.86
960,Königsbrunn,Augsburg,Bayern,28075,48.26889,10.89083,18.4
961,Königsbrück,Bautzen,Sachsen,4565,51.25,13.883,77.83
962,Königsee,Saalfeld-Rudolstadt,Thüringen,7307,50.66139,11.09722,103.09
963,Königslutter,Helmstedt,Niedersachsen,15790,52.25,10.817,130.58
964,Königstein im Taunus,Hochtaunuskreis,Hessen,16608,50.183,8.467,25.1
965,Königstein,Sächsische Schweiz-Osterzgebirge,Sachsen,2104,50.91889,14.07139,26.93
966,Königswinter,Rhein-Sieg-Kreis,Nordrhein-Westfalen,41122,50.67361,7.19472,76.19
967,Könnern,Salzlandkreis,Sachsen-Anhalt,8241,51.66972,11.77083,125.11
968,Köthen,Anhalt-Bitterfeld,Sachsen-Anhalt,25244,51.75,11.91667,78.42
969,Kühlungsborn,Rostock,Mecklenburg-Western Pomerania,7930,54.133,11.75,16.16
970,Külsheim,Main-Tauber-Kreis,Baden-Württemberg,5219,49.66944,9.52056,81.46
971,Künzelsau,Hohenlohekreis,Baden-Württemberg,15389,49.283,9.683,75.17
